abundance,pct,reads,sample,Donor,week,tax_name
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Gammaproteobacteria bacterium TR3.2
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Colwellia sp. PAMC 20917
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Marinobacterium sp. ST58-10
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Parabacteroides sp. YL27
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Bacillus sp. FJAT-14266
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Bosea sp. RAC05
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Sphingobium sp. RAC03
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Streptomyces sp. SAT1
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,haloarchaeon HTSR1
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Sphingobium sp. EP60837
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Mycobacterium sp. djl-10
0,1.08E-06,1,GW_wk2.fa,Donor 1,week 2,Anaerolineaceae bacterium oral taxon 439
0.00753829,0.876050081,1970856,GW_wk3.fa,Donor 1,week 3,Homo sapiens
0.943409,0.080318904,180694,GW_wk3.fa,Donor 1,week 3,synthetic construct
0,0.018053907,40616,GW_wk3.fa,Donor 1,week 3,Taylorella equigenitalis
0.0211218,0.001927807,4337,GW_wk3.fa,Donor 1,week 3,Propionibacterium acnes
0.000842247,0.001033023,2324,GW_wk3.fa,Donor 1,week 3,Moraxella osloensis
4.36E-05,0.000997463,2244,GW_wk3.fa,Donor 1,week 3,Corynebacterium pseudotuberculosis
0.00170516,0.000679644,1529,GW_wk3.fa,Donor 1,week 3,Micrococcus luteus
0,0.000529402,1191,GW_wk3.fa,Donor 1,week 3,Paracoccus denitrificans
0.00189897,0.000289371,651,GW_wk3.fa,Donor 1,week 3,Streptococcus salivarius
1.33E-05,0.000287593,647,GW_wk3.fa,Donor 1,week 3,Rhodobacter sphaeroides
0.000653334,0.000255144,574,GW_wk3.fa,Donor 1,week 3,Kocuria palustris
0.000588618,0.000241809,544,GW_wk3.fa,Donor 1,week 3,Kytococcus sedentarius
8.11E-05,0.000222696,501,GW_wk3.fa,Donor 1,week 3,Ralstonia insidiosa
3.51E-05,0.000221362,498,GW_wk3.fa,Donor 1,week 3,Pseudomonas fluorescens
0.000522552,0.000220918,497,GW_wk3.fa,Donor 1,week 3,Ralstonia pickettii
6.11E-05,0.000212028,477,GW_wk3.fa,Donor 1,week 3,Acidovorax sp. KKS102
0.000174338,0.000204471,460,GW_wk3.fa,Donor 1,week 3,Stenotrophomonas maltophilia
0.000221208,0.000203582,458,GW_wk3.fa,Donor 1,week 3,Haemophilus parainfluenzae
2.52E-05,0.000175578,395,GW_wk3.fa,Donor 1,week 3,Massilia sp. WG5
0,0.000164021,369,GW_wk3.fa,Donor 1,week 3,Variovorax paradoxus
0.00117992,0.000159576,359,GW_wk3.fa,Donor 1,week 3,Escherichia coli
0,0.000156909,353,GW_wk3.fa,Donor 1,week 3,Defluviimonas alba
0,0.000140018,315,GW_wk3.fa,Donor 1,week 3,Streptococcus oralis
4.41E-16,0.000140018,315,GW_wk3.fa,Donor 1,week 3,Ramlibacter tataouinensis
0,0.000139129,313,GW_wk3.fa,Donor 1,week 3,Rhodanobacter denitrificans
8.14E-05,0.000136462,307,GW_wk3.fa,Donor 1,week 3,Rhodobacter sp. LPB0142
1.82E-05,0.000131128,295,GW_wk3.fa,Donor 1,week 3,Dyella thiooxydans
0,0.000130684,294,GW_wk3.fa,Donor 1,week 3,Leptothrix cholodnii
4.74E-05,0.00012535,282,GW_wk3.fa,Donor 1,week 3,Paracoccus aminophilus
0,0.000121349,273,GW_wk3.fa,Donor 1,week 3,Rhodovulum sulfidophilum
1.74E-05,0.00012046,271,GW_wk3.fa,Donor 1,week 3,Cytophaga hutchinsonii
1.42E-05,0.00012046,271,GW_wk3.fa,Donor 1,week 3,Rhodopseudomonas palustris
1.99E-05,0.000108459,244,GW_wk3.fa,Donor 1,week 3,Rhodobacter capsulatus
0,0.000108459,244,GW_wk3.fa,Donor 1,week 3,[Polyangium] brachysporum
0,0.000105792,238,GW_wk3.fa,Donor 1,week 3,Methylibium petroleiphilum
0.000383726,0.000100013,225,GW_wk3.fa,Donor 1,week 3,Sulfurospirillum sp. UCH001
0,9.91E-05,223,GW_wk3.fa,Donor 1,week 3,Rubrivivax gelatinosus
0.000758475,9.65E-05,217,GW_wk3.fa,Donor 1,week 3,Staphylococcus epidermidis
5.99E-05,8.49E-05,191,GW_wk3.fa,Donor 1,week 3,Pseudomonas putida
0,8.31E-05,187,GW_wk3.fa,Donor 1,week 3,Mitsuaria sp. 7
4.30E-05,8.22E-05,185,GW_wk3.fa,Donor 1,week 3,Burkholderia contaminans
0,8.18E-05,184,GW_wk3.fa,Donor 1,week 3,Ralstonia solanacearum
0,8.13E-05,183,GW_wk3.fa,Donor 1,week 3,Veillonella parvula
0,8.05E-05,181,GW_wk3.fa,Donor 1,week 3,Dyella japonica
0,8.05E-05,181,GW_wk3.fa,Donor 1,week 3,Celeribacter indicus
0,7.82E-05,176,GW_wk3.fa,Donor 1,week 3,Kocuria rhizophila
6.39E-05,7.65E-05,172,GW_wk3.fa,Donor 1,week 3,Klebsiella oxytoca
1.86E-05,7.51E-05,169,GW_wk3.fa,Donor 1,week 3,Confluentimicrobium sp. EMB200-NS6
2.46E-05,7.42E-05,167,GW_wk3.fa,Donor 1,week 3,Pseudomonas aeruginosa
7.29E-05,7.42E-05,167,GW_wk3.fa,Donor 1,week 3,Prevotella melaninogenica
5.77E-05,7.38E-05,166,GW_wk3.fa,Donor 1,week 3,Novosphingobium resinovorum
0,7.16E-05,161,GW_wk3.fa,Donor 1,week 3,Streptococcus sp. oral taxon 431
1.99E-05,7.07E-05,159,GW_wk3.fa,Donor 1,week 3,Aeromonas hydrophila
0.0002263,7.07E-05,159,GW_wk3.fa,Donor 1,week 3,Methylotenera versatilis
0,7.02E-05,158,GW_wk3.fa,Donor 1,week 3,Marinovum algicola
4.99E-05,6.98E-05,157,GW_wk3.fa,Donor 1,week 3,Methylobacterium extorquens
1.15E-25,6.98E-05,157,GW_wk3.fa,Donor 1,week 3,Alicycliphilus denitrificans
4.43E-05,6.85E-05,154,GW_wk3.fa,Donor 1,week 3,Tolumonas auensis
0.0001425,6.80E-05,153,GW_wk3.fa,Donor 1,week 3,Erythrobacter litoralis
0,6.49E-05,146,GW_wk3.fa,Donor 1,week 3,Roseateles depolymerans
0,6.45E-05,145,GW_wk3.fa,Donor 1,week 3,Ruegeria pomeroyi
3.78E-05,6.09E-05,137,GW_wk3.fa,Donor 1,week 3,Pseudomonas stutzeri
7.46E-05,6.00E-05,135,GW_wk3.fa,Donor 1,week 3,Ralstonia mannitolilytica
0,5.91E-05,133,GW_wk3.fa,Donor 1,week 3,Bradyrhizobium diazoefficiens
0.000113109,5.78E-05,130,GW_wk3.fa,Donor 1,week 3,Acinetobacter johnsonii
2.91E-05,5.78E-05,130,GW_wk3.fa,Donor 1,week 3,Novosphingobium pentaromativorans
7.49E-05,5.73E-05,129,GW_wk3.fa,Donor 1,week 3,Streptococcus mitis
0,5.69E-05,128,GW_wk3.fa,Donor 1,week 3,Burkholderia ubonensis
6.63E-05,5.56E-05,125,GW_wk3.fa,Donor 1,week 3,Sphingopyxis sp. 113P3
1.75E-05,5.51E-05,124,GW_wk3.fa,Donor 1,week 3,Sphingomonas wittichii
0,5.47E-05,123,GW_wk3.fa,Donor 1,week 3,Roseibacterium elongatum
1.62E-21,5.42E-05,122,GW_wk3.fa,Donor 1,week 3,Streptococcus parasanguinis
0.000250207,5.38E-05,121,GW_wk3.fa,Donor 1,week 3,Comamonas testosteroni
0,5.38E-05,121,GW_wk3.fa,Donor 1,week 3,Mesorhizobium loti
0,5.29E-05,119,GW_wk3.fa,Donor 1,week 3,Sphingopyxis macrogoltabida
0,5.29E-05,119,GW_wk3.fa,Donor 1,week 3,Novosphingobium aromaticivorans
5.81E-24,5.29E-05,119,GW_wk3.fa,Donor 1,week 3,Acidovorax sp. RAC01
0,5.25E-05,118,GW_wk3.fa,Donor 1,week 3,Pseudomonas mendocina
2.67E-05,5.25E-05,118,GW_wk3.fa,Donor 1,week 3,Altererythrobacter marensis
3.41E-05,5.25E-05,118,GW_wk3.fa,Donor 1,week 3,Hydrogenophaga sp. RAC07
1.39E-05,5.16E-05,116,GW_wk3.fa,Donor 1,week 3,Yangia sp. CCB-MM3
0.000128887,5.11E-05,115,GW_wk3.fa,Donor 1,week 3,Gordonia sp. KTR9
0.000476941,5.07E-05,114,GW_wk3.fa,Donor 1,week 3,Sphingobium baderi
0,5.02E-05,113,GW_wk3.fa,Donor 1,week 3,Variovorax sp. PAMC 28711
5.26E-05,4.89E-05,110,GW_wk3.fa,Donor 1,week 3,Methylobacterium populi
0.000306481,4.85E-05,109,GW_wk3.fa,Donor 1,week 3,Staphylococcus warneri
0,4.85E-05,109,GW_wk3.fa,Donor 1,week 3,Phenylobacterium zucineum
1.54E-05,4.85E-05,109,GW_wk3.fa,Donor 1,week 3,Paucibacter sp. KCTC 42545
4.38E-05,4.76E-05,107,GW_wk3.fa,Donor 1,week 3,Sphingomonas sanxanigenens
0,4.71E-05,106,GW_wk3.fa,Donor 1,week 3,Hydrogenophaga sp. PBC
0,4.67E-05,105,GW_wk3.fa,Donor 1,week 3,Acidovorax avenae
0,4.67E-05,105,GW_wk3.fa,Donor 1,week 3,Achromobacter xylosoxidans
1.63E-05,4.67E-05,105,GW_wk3.fa,Donor 1,week 3,Polymorphum gilvum
0,4.62E-05,104,GW_wk3.fa,Donor 1,week 3,Azospirillum lipoferum
0,4.58E-05,103,GW_wk3.fa,Donor 1,week 3,Bradyrhizobium japonicum
0.000313659,4.58E-05,103,GW_wk3.fa,Donor 1,week 3,Staphylococcus capitis
0.000103052,4.49E-05,101,GW_wk3.fa,Donor 1,week 3,Microbacterium sp. PAMC 28756
0,4.45E-05,100,GW_wk3.fa,Donor 1,week 3,Azospirillum brasilense
2.23E-05,4.45E-05,100,GW_wk3.fa,Donor 1,week 3,Burkholderia cepacia
0,4.45E-05,100,GW_wk3.fa,Donor 1,week 3,Sphingomonas hengshuiensis
0,4.31E-05,97,GW_wk3.fa,Donor 1,week 3,Dechloromonas aromatica
6.84E-05,4.27E-05,96,GW_wk3.fa,Donor 1,week 3,Xanthobacter autotrophicus
0,4.27E-05,96,GW_wk3.fa,Donor 1,week 3,Limnohabitans sp. 103DPR2
3.34E-05,4.13E-05,93,GW_wk3.fa,Donor 1,week 3,Xanthomonas campestris
0,4.13E-05,93,GW_wk3.fa,Donor 1,week 3,Pseudomonas alcaligenes
0,4.09E-05,92,GW_wk3.fa,Donor 1,week 3,Neorhizobium galegae
5.51E-05,4.09E-05,92,GW_wk3.fa,Donor 1,week 3,Kocuria flava
0,4.09E-05,92,GW_wk3.fa,Donor 1,week 3,Dyella jiangningensis
0,4.04E-05,91,GW_wk3.fa,Donor 1,week 3,Sinomonas atrocyanea
2.19E-14,4.04E-05,91,GW_wk3.fa,Donor 1,week 3,Sphingomonas taxi
0,4.00E-05,90,GW_wk3.fa,Donor 1,week 3,Leifsonia xyli
0,4.00E-05,90,GW_wk3.fa,Donor 1,week 3,Bradyrhizobium sp. CCGE-LA001
0,3.96E-05,89,GW_wk3.fa,Donor 1,week 3,Sphingobium sp. TKS
6.34E-05,3.91E-05,88,GW_wk3.fa,Donor 1,week 3,Bradyrhizobium sp. BTAi1
0,3.87E-05,87,GW_wk3.fa,Donor 1,week 3,Sphingopyxis granuli
6.53E-05,3.78E-05,85,GW_wk3.fa,Donor 1,week 3,Thermus scotoductus
0,3.73E-05,84,GW_wk3.fa,Donor 1,week 3,Porphyrobacter neustonensis
0,3.69E-05,83,GW_wk3.fa,Donor 1,week 3,Phaeobacter gallaeciensis
2.36E-05,3.69E-05,83,GW_wk3.fa,Donor 1,week 3,Brevundimonas sp. GW460-12-10-14-LB2
2.97E-05,3.64E-05,82,GW_wk3.fa,Donor 1,week 3,Gordonia terrae
0,3.64E-05,82,GW_wk3.fa,Donor 1,week 3,Caulobacter sp. K31
2.04E-13,3.64E-05,82,GW_wk3.fa,Donor 1,week 3,Shinella sp. HZN7
1.70E-05,3.60E-05,81,GW_wk3.fa,Donor 1,week 3,Pseudomonas pseudoalcaligenes
0,3.60E-05,81,GW_wk3.fa,Donor 1,week 3,Massilia sp. NR 4-1
0,3.60E-05,81,GW_wk3.fa,Donor 1,week 3,Blastomonas sp. RAC04
0,3.56E-05,80,GW_wk3.fa,Donor 1,week 3,Polaromonas naphthalenivorans
0.00010085,3.56E-05,80,GW_wk3.fa,Donor 1,week 3,Rhizobium sp. NT-26
0,3.51E-05,79,GW_wk3.fa,Donor 1,week 3,Brevibacterium linens
0,3.51E-05,79,GW_wk3.fa,Donor 1,week 3,Burkholderia gladioli
3.95E-20,3.51E-05,79,GW_wk3.fa,Donor 1,week 3,Burkholderia lata
0,3.51E-05,79,GW_wk3.fa,Donor 1,week 3,Altererythrobacter dongtanensis
0,3.47E-05,78,GW_wk3.fa,Donor 1,week 3,Geodermatophilus obscurus
0,3.47E-05,78,GW_wk3.fa,Donor 1,week 3,Brevundimonas naejangsanensis
2.76E-05,3.42E-05,77,GW_wk3.fa,Donor 1,week 3,Citromicrobium sp. JL477
0,3.38E-05,76,GW_wk3.fa,Donor 1,week 3,Porphyrobacter sp. LM 6
0,3.33E-05,75,GW_wk3.fa,Donor 1,week 3,Cupriavidus necator
0,3.29E-05,74,GW_wk3.fa,Donor 1,week 3,Amycolatopsis orientalis
0.00144874,3.29E-05,74,GW_wk3.fa,Donor 1,week 3,Human herpesvirus 6A
0,3.29E-05,74,GW_wk3.fa,Donor 1,week 3,Leisingera methylohalidivorans
2.60E-05,3.24E-05,73,GW_wk3.fa,Donor 1,week 3,Delftia acidovorans
0,3.24E-05,73,GW_wk3.fa,Donor 1,week 3,Novosphingobium sp. PP1Y
0,3.20E-05,72,GW_wk3.fa,Donor 1,week 3,Bradyrhizobium sp.
0,3.20E-05,72,GW_wk3.fa,Donor 1,week 3,Brachybacterium faecium
0.000110529,3.20E-05,72,GW_wk3.fa,Donor 1,week 3,Sphingomonas melonis
0,3.16E-05,71,GW_wk3.fa,Donor 1,week 3,Sorangium cellulosum
5.28E-06,3.16E-05,71,GW_wk3.fa,Donor 1,week 3,Klebsiella pneumoniae
0,3.16E-05,71,GW_wk3.fa,Donor 1,week 3,Aminobacter aminovorans
1.18E-05,3.16E-05,71,GW_wk3.fa,Donor 1,week 3,Delftia sp. Cs1-4
1.68E-05,3.11E-05,70,GW_wk3.fa,Donor 1,week 3,Thauera sp. MZ1T
5.17E-13,3.11E-05,70,GW_wk3.fa,Donor 1,week 3,Dinoroseobacter shibae
1.56E-15,3.11E-05,70,GW_wk3.fa,Donor 1,week 3,Sphingomonas sp. MM-1
1.45E-05,3.11E-05,70,GW_wk3.fa,Donor 1,week 3,Sphingomonas panacis
3.79E-15,3.11E-05,70,GW_wk3.fa,Donor 1,week 3,Limnohabitans sp. 63ED37-2
9.10E-18,3.07E-05,69,GW_wk3.fa,Donor 1,week 3,Burkholderia multivorans
0,3.07E-05,69,GW_wk3.fa,Donor 1,week 3,Methylobacterium aquaticum
0,3.02E-05,68,GW_wk3.fa,Donor 1,week 3,Caulobacter segnis
0,3.02E-05,68,GW_wk3.fa,Donor 1,week 3,Bradyrhizobium icense
0,3.02E-05,68,GW_wk3.fa,Donor 1,week 3,Burkholderia stagnalis
1.15E-05,2.98E-05,67,GW_wk3.fa,Donor 1,week 3,Pseudomonas citronellolis
0,2.98E-05,67,GW_wk3.fa,Donor 1,week 3,Rhodoferax ferrireducens
0,2.93E-05,66,GW_wk3.fa,Donor 1,week 3,Janthinobacterium agaricidamnosum
3.38E-19,2.93E-05,66,GW_wk3.fa,Donor 1,week 3,Pseudomonas chlororaphis
4.74E-19,2.84E-05,64,GW_wk3.fa,Donor 1,week 3,Burkholderia cenocepacia
0,2.84E-05,64,GW_wk3.fa,Donor 1,week 3,Altererythrobacter epoxidivorans
2.98E-05,2.80E-05,63,GW_wk3.fa,Donor 1,week 3,Staphylococcus haemolyticus
1.41E-05,2.80E-05,63,GW_wk3.fa,Donor 1,week 3,Verminephrobacter eiseniae
3.70E-05,2.80E-05,63,GW_wk3.fa,Donor 1,week 3,Microbacterium sp. No. 7
0,2.76E-05,62,GW_wk3.fa,Donor 1,week 3,Cupriavidus gilardii
1.01E-13,2.76E-05,62,GW_wk3.fa,Donor 1,week 3,Cupriavidus metallidurans
0,2.76E-05,62,GW_wk3.fa,Donor 1,week 3,Actinomyces oris
0,2.76E-05,62,GW_wk3.fa,Donor 1,week 3,Aureimonas sp. AU20
0,2.71E-05,61,GW_wk3.fa,Donor 1,week 3,Flavobacterium johnsoniae
8.05E-14,2.71E-05,61,GW_wk3.fa,Donor 1,week 3,Stenotrophomonas acidaminiphila
1.61E-05,2.67E-05,60,GW_wk3.fa,Donor 1,week 3,Aeromonas media
0,2.67E-05,60,GW_wk3.fa,Donor 1,week 3,Ensifer adhaerens
1.03E-19,2.67E-05,60,GW_wk3.fa,Donor 1,week 3,Delftia tsuruhatensis
0,2.62E-05,59,GW_wk3.fa,Donor 1,week 3,Xanthomonas translucens
0,2.62E-05,59,GW_wk3.fa,Donor 1,week 3,Mannheimia haemolytica
0,2.62E-05,59,GW_wk3.fa,Donor 1,week 3,Pseudonocardia sp. AL041005-10
8.02E-05,2.62E-05,59,GW_wk3.fa,Donor 1,week 3,Actinomyces sp. oral taxon 414
0.000137234,2.58E-05,58,GW_wk3.fa,Donor 1,week 3,Streptococcus pneumoniae
0,2.58E-05,58,GW_wk3.fa,Donor 1,week 3,Acidovorax citrulli
0,2.58E-05,58,GW_wk3.fa,Donor 1,week 3,Kribbella flavida
0,2.49E-05,56,GW_wk3.fa,Donor 1,week 3,Ketogulonicigenium vulgare
0,2.49E-05,56,GW_wk3.fa,Donor 1,week 3,Bradyrhizobium sp. S23321
2.39E-05,2.49E-05,56,GW_wk3.fa,Donor 1,week 3,Sphingobium sp. YBL2
0,2.49E-05,56,GW_wk3.fa,Donor 1,week 3,Mesorhizobium opportunistum
0,2.44E-05,55,GW_wk3.fa,Donor 1,week 3,Clavibacter michiganensis
0,2.44E-05,55,GW_wk3.fa,Donor 1,week 3,Rhodococcus opacus
0,2.40E-05,54,GW_wk3.fa,Donor 1,week 3,Mesorhizobium ciceri
1.00E-20,2.40E-05,54,GW_wk3.fa,Donor 1,week 3,Pannonibacter phragmitetus
8.53E-05,2.36E-05,53,GW_wk3.fa,Donor 1,week 3,Lactococcus lactis
0,2.36E-05,53,GW_wk3.fa,Donor 1,week 3,Gordonia polyisoprenivorans
0,2.36E-05,53,GW_wk3.fa,Donor 1,week 3,Polaromonas sp. JS666
1.95E-05,2.36E-05,53,GW_wk3.fa,Donor 1,week 3,Janthinobacterium sp. Marseille
0,2.36E-05,53,GW_wk3.fa,Donor 1,week 3,Streptomyces bingchenggensis
0,2.36E-05,53,GW_wk3.fa,Donor 1,week 3,Rhodoplanes sp. Z2-YC6860
0,2.36E-05,53,GW_wk3.fa,Donor 1,week 3,Bosea vaviloviae
0,2.31E-05,52,GW_wk3.fa,Donor 1,week 3,Pseudomonas resinovorans
0,2.31E-05,52,GW_wk3.fa,Donor 1,week 3,Conexibacter woesei
0,2.31E-05,52,GW_wk3.fa,Donor 1,week 3,Methylobacterium sp. 4-46
0,2.31E-05,52,GW_wk3.fa,Donor 1,week 3,Azospirillum thiophilum
0,2.31E-05,52,GW_wk3.fa,Donor 1,week 3,Paraburkholderia sprentiae
0,2.27E-05,51,GW_wk3.fa,Donor 1,week 3,Intrasporangium calvum
0,2.27E-05,51,GW_wk3.fa,Donor 1,week 3,Tistrella mobilis
0,2.27E-05,51,GW_wk3.fa,Donor 1,week 3,Dokdonella koreensis
0,2.27E-05,51,GW_wk3.fa,Donor 1,week 3,Sphingopyxis fribergensis
0,2.22E-05,50,GW_wk3.fa,Donor 1,week 3,Azorhizobium caulinodans
0.000114753,2.22E-05,50,GW_wk3.fa,Donor 1,week 3,Propionibacterium freudenreichii
0,2.22E-05,50,GW_wk3.fa,Donor 1,week 3,Actinosynnema mirum
0,2.22E-05,50,GW_wk3.fa,Donor 1,week 3,Paraburkholderia caribensis
0,2.22E-05,50,GW_wk3.fa,Donor 1,week 3,Lysobacter antibioticus
0,2.22E-05,50,GW_wk3.fa,Donor 1,week 3,Pseudoxanthomonas suwonensis
0,2.22E-05,50,GW_wk3.fa,Donor 1,week 3,Burkholderiales bacterium GJ-E10
0,2.22E-05,50,GW_wk3.fa,Donor 1,week 3,Lentzea sp. DHS C013
0,2.18E-05,49,GW_wk3.fa,Donor 1,week 3,Bradyrhizobium oligotrophicum
0,2.18E-05,49,GW_wk3.fa,Donor 1,week 3,Blastococcus saxobsidens
0,2.18E-05,49,GW_wk3.fa,Donor 1,week 3,Corynebacterium imitans
2.97E-05,2.18E-05,49,GW_wk3.fa,Donor 1,week 3,Glutamicibacter arilaitensis
0,2.18E-05,49,GW_wk3.fa,Donor 1,week 3,Chelatococcus sp. CO-6
0,2.09E-05,47,GW_wk3.fa,Donor 1,week 3,Rhizobium leguminosarum
0,2.09E-05,47,GW_wk3.fa,Donor 1,week 3,Neisseria meningitidis
0,2.09E-05,47,GW_wk3.fa,Donor 1,week 3,Herbaspirillum seropedicae
0,2.09E-05,47,GW_wk3.fa,Donor 1,week 3,Brevundimonas subvibrioides
2.29E-05,2.09E-05,47,GW_wk3.fa,Donor 1,week 3,Sphingopyxis alaskensis
0,2.09E-05,47,GW_wk3.fa,Donor 1,week 3,Croceicoccus naphthovorans
2.18E-05,2.09E-05,47,GW_wk3.fa,Donor 1,week 3,Arsenicicoccus sp. oral taxon 190
0,2.09E-05,47,GW_wk3.fa,Donor 1,week 3,Microbacterium sp. BH3-3-3
0,2.04E-05,46,GW_wk3.fa,Donor 1,week 3,Myxococcus fulvus
7.96E-05,2.04E-05,46,GW_wk3.fa,Donor 1,week 3,Streptococcus intermedius
0,2.04E-05,46,GW_wk3.fa,Donor 1,week 3,Corallococcus coralloides
0,2.04E-05,46,GW_wk3.fa,Donor 1,week 3,Gordonia sp. QH-11
0,2.00E-05,45,GW_wk3.fa,Donor 1,week 3,Herbaspirillum hiltneri
1.79E-14,2.00E-05,45,GW_wk3.fa,Donor 1,week 3,Klebsiella michiganensis
0,2.00E-05,45,GW_wk3.fa,Donor 1,week 3,Devosia sp. A16
0,2.00E-05,45,GW_wk3.fa,Donor 1,week 3,Frondihabitans sp. PAMC 28766
0,2.00E-05,45,GW_wk3.fa,Donor 1,week 3,Sinorhizobium sp. RAC02
0,1.96E-05,44,GW_wk3.fa,Donor 1,week 3,Streptomyces albus
0,1.96E-05,44,GW_wk3.fa,Donor 1,week 3,Nocardia farcinica
0,1.96E-05,44,GW_wk3.fa,Donor 1,week 3,Mesorhizobium amorphae
0,1.96E-05,44,GW_wk3.fa,Donor 1,week 3,Kineococcus radiotolerans
0,1.96E-05,44,GW_wk3.fa,Donor 1,week 3,Pseudonocardia dioxanivorans
0,1.96E-05,44,GW_wk3.fa,Donor 1,week 3,beta proteobacterium CB
0,1.96E-05,44,GW_wk3.fa,Donor 1,week 3,Bosea sp. RAC05
0,1.96E-05,44,GW_wk3.fa,Donor 1,week 3,Sphingobium sp. RAC03
0,1.96E-05,44,GW_wk3.fa,Donor 1,week 3,Mycobacterium sp. djl-10
0,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Campylobacter concisus
0,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Starkeya novella
8.04E-05,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Leclercia adecarboxylata
0,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Beutenbergia cavernae
0,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Catenulispora acidiphila
0,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Streptomyces vietnamensis
0,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Isoptericola dokdonensis
0,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Altererythrobacter namhicola
0,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Cupriavidus sp. USMAA2-4
0,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Corynebacterium doosanense
0,1.91E-05,43,GW_wk3.fa,Donor 1,week 3,Sphingomonas sp. NIC1
0,1.87E-05,42,GW_wk3.fa,Donor 1,week 3,Acinetobacter baumannii
0,1.87E-05,42,GW_wk3.fa,Donor 1,week 3,Mycobacterium avium
0,1.87E-05,42,GW_wk3.fa,Donor 1,week 3,Mycobacterium smegmatis
0,1.87E-05,42,GW_wk3.fa,Donor 1,week 3,Amycolatopsis mediterranei
0,1.87E-05,42,GW_wk3.fa,Donor 1,week 3,Mesorhizobium australicum
0,1.87E-05,42,GW_wk3.fa,Donor 1,week 3,Brevundimonas sp. DS20
0,1.82E-05,41,GW_wk3.fa,Donor 1,week 3,Sinorhizobium fredii
0,1.82E-05,41,GW_wk3.fa,Donor 1,week 3,Haemophilus influenzae
0,1.82E-05,41,GW_wk3.fa,Donor 1,week 3,Nocardia seriolae
0,1.82E-05,41,GW_wk3.fa,Donor 1,week 3,Pseudomonas knackmussii
0,1.82E-05,41,GW_wk3.fa,Donor 1,week 3,Microbacterium chocolatum
0,1.82E-05,41,GW_wk3.fa,Donor 1,week 3,Sphingobium sp. SYK-6
3.04E-05,1.82E-05,41,GW_wk3.fa,Donor 1,week 3,Rhodococcus sp. 008
0,1.78E-05,40,GW_wk3.fa,Donor 1,week 3,Burkholderia pseudomallei
0,1.78E-05,40,GW_wk3.fa,Donor 1,week 3,Rhizobium etli
0,1.78E-05,40,GW_wk3.fa,Donor 1,week 3,Rothia mucilaginosa
0,1.78E-05,40,GW_wk3.fa,Donor 1,week 3,Actinomyces meyeri
0,1.78E-05,40,GW_wk3.fa,Donor 1,week 3,Pseudoxanthomonas spadix
0,1.78E-05,40,GW_wk3.fa,Donor 1,week 3,Lysobacter capsici
0,1.78E-05,40,GW_wk3.fa,Donor 1,week 3,Methylobacterium sp. AMS5
0,1.78E-05,40,GW_wk3.fa,Donor 1,week 3,Janthinobacterium sp. 1_2014MBL_MicDiv
0,1.78E-05,40,GW_wk3.fa,Donor 1,week 3,Magnetospirillum sp. XM-1
0,1.73E-05,39,GW_wk3.fa,Donor 1,week 3,Agrobacterium tumefaciens
1.91E-15,1.73E-05,39,GW_wk3.fa,Donor 1,week 3,Ochrobactrum anthropi
0,1.73E-05,39,GW_wk3.fa,Donor 1,week 3,Streptococcus sanguinis
0,1.73E-05,39,GW_wk3.fa,Donor 1,week 3,Pseudarthrobacter sulfonivorans
0,1.73E-05,39,GW_wk3.fa,Donor 1,week 3,Bordetella trematum
0,1.73E-05,39,GW_wk3.fa,Donor 1,week 3,Collimonas pratensis
0,1.73E-05,39,GW_wk3.fa,Donor 1,week 3,Polynucleobacter asymbioticus
3.35E-05,1.73E-05,39,GW_wk3.fa,Donor 1,week 3,Devosia sp. H5989
0,1.73E-05,39,GW_wk3.fa,Donor 1,week 3,Bordetella sp. H567
0,1.69E-05,38,GW_wk3.fa,Donor 1,week 3,Aeromicrobium erythreum
0,1.69E-05,38,GW_wk3.fa,Donor 1,week 3,Roseobacter denitrificans
0,1.69E-05,38,GW_wk3.fa,Donor 1,week 3,Kutzneria albida
0,1.69E-05,38,GW_wk3.fa,Donor 1,week 3,Sanguibacter keddieii
0,1.69E-05,38,GW_wk3.fa,Donor 1,week 3,Sandaracinus amylolyticus
