abundance,pct,reads,sample,sample,tax_name,tool
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Vibrio anguillarum,centrifuge
0,1.39E-06,2,S. saprophyticus - S. pyogenes,0.1/99.9,Desulfotomaculum kuznetsovii,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Acholeplasma brassicae,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Mycoplasma wenyonii,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Sulfurospirillum multivorans,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Pseudomonas monteilii,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Asticcacaulis excentricus,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Desulfosporosinus meridiei,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Denitrobacterium detoxificans,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Picrophilus torridus,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Methanocaldococcus fervens,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Methanobrevibacter ruminantium,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Cryptobacterium curtum,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Aerococcus christensenii,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Candidatus Portiera aleyrodidarum,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Thioalkalimicrobium aerophilum,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Edwardsiella hoshinae,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Calothrix sp. PCC 7507,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Marinomonas mediterranea,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Exiguobacterium antarcticum,centrifuge
0,1.39E-06,2,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus endophyticus,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Weissella cibaria,centrifuge
0,2.09E-06,3,S. saprophyticus - S. pyogenes,0.1/99.9,Salinibacter ruber,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Carnobacterium inhibens,centrifuge
0,1.39E-06,2,S. saprophyticus - S. pyogenes,0.1/99.9,Lactobacillus kunkeei,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Chloroflexus aggregans,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Nitrosomonas sp. AL212,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus toyonensis,centrifuge
0,1.39E-06,2,S. saprophyticus - S. pyogenes,0.1/99.9,Anaerolinea thermophila,centrifuge
0,8.14E-05,117,S. saprophyticus - S. pyogenes,0.1/99.9,Temperate phage phiNIH1.1,centrifuge
0,1.39E-06,2,S. saprophyticus - S. pyogenes,0.1/99.9,Thermodesulfobium narugense,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Sneathia amnii,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Oceanithermus profundus,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Pediococcus claussenii,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Vibrio coralliilyticus,centrifuge
0,5.57E-06,8,S. saprophyticus - S. pyogenes,0.1/99.9,Planococcus maritimus,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Alkaliphilus metalliredigens,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Escherichia albertii,centrifuge
0,1.39E-06,2,S. saprophyticus - S. pyogenes,0.1/99.9,Bifidobacterium longum,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Clostridium carboxidivorans,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Lactobacillus paracollinoides,centrifuge
0,2.09E-06,3,S. saprophyticus - S. pyogenes,0.1/99.9,Paraburkholderia phenoliruptrix,centrifuge
0,3.48E-06,5,S. saprophyticus - S. pyogenes,0.1/99.9,Fictibacillus arsenicus,centrifuge
0,1.18E-05,17,S. saprophyticus - S. pyogenes,0.1/99.9,Staphylococcus pseudintermedius,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,[Clostridium] clariflavum,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus lehensis,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Sulfurihydrogenibium azorense,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus infantis,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Psychrobacter sp. PRwf-1,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Niastella koreensis,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Psychromonas ingrahamii,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Lactobacillus backii,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Thermobacillus composti,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Clostridium taeniosporum,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Candidatus Riesia pediculicola,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Virgibacillus sp. SK37,centrifuge
0,4.87E-06,7,S. saprophyticus - S. pyogenes,0.1/99.9,Alicyclobacillus acidocaldarius,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Salinicoccus halodurans,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Caldicellulosiruptor kronotskyensis,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Geobacter sp. M18,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Kocuria flava,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Simiduia agarivorans,centrifuge
0,3.48E-06,5,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus velezensis,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Methanocaldococcus sp. FS406-22,centrifuge
0,2.78E-06,4,S. saprophyticus - S. pyogenes,0.1/99.9,Arthrobacter alpinus,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Halanaerobium hydrogeniformans,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus sp. 1NLA3E,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Rhodoplanes sp. Z2-YC6860,centrifuge
0,2.09E-06,3,S. saprophyticus - S. pyogenes,0.1/99.9,Caldisericum exile,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Candidatus Atelocyanobacterium thalassa,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Acidovorax ebreus,centrifuge
0,1.60E-05,23,S. saprophyticus - S. pyogenes,0.1/99.9,Weissella ceti,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Plautia stali symbiont,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Desulfurispirillum indicum,centrifuge
0,6.26E-06,9,S. saprophyticus - S. pyogenes,0.1/99.9,Arthrobacter sp. Rue61a,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Sphaerochaeta pleomorpha,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Streptococcus sp. I-P16,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Enterobacter sp. R4-368,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Gilliamella apicola,centrifuge
0,1.39E-06,2,S. saprophyticus - S. pyogenes,0.1/99.9,Pseudomonas sp. UW4,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Fictibacillus phosphorivorans,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Salimicrobium jeotgali,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Adoxophyes honmai entomopoxvirus 'L',centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Alcanivorax pacificus,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Kosmotoga pacifica,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Jeotgalibacillus malaysiensis,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Thermotoga profunda,centrifuge
0,1.39E-06,2,S. saprophyticus - S. pyogenes,0.1/99.9,Erysipelothrix sp. LV19,centrifuge
0,1.39E-06,2,S. saprophyticus - S. pyogenes,0.1/99.9,Lactobacillus sp. wkB8,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus sp. X1(2014),centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Maribacter sp. 1_2014MBL_MicDiv,centrifuge
0,4.87E-06,7,S. saprophyticus - S. pyogenes,0.1/99.9,Turicibacter sp. H121,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Serinicoccus sp. JLT9,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Streptococcus sp. A12,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus sp. SDLI1,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus sp. IHB B 7164,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Ruminiclostridium sp. KB18,centrifuge
0,6.96E-07,1,S. saprophyticus - S. pyogenes,0.1/99.9,Erysipelotrichaceae bacterium I46,centrifuge
0.85393,0.987280357,1452709,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus pyogenes,centrifuge
0.140347,0.000311263,458,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus phage T12,centrifuge
0.00474805,0.00674856,9930,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus saprophyticus,centrifuge
0.00077222,0.003948553,5810,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus dysgalactiae,centrifuge
3.50E-05,9.79E-05,144,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus aureus,centrifuge
1.68E-05,5.44E-05,80,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus suis,centrifuge
1.60E-05,9.58E-05,141,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus equorum,centrifuge
1.21E-05,0.000135923,200,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus equi,centrifuge
1.01E-05,2.24E-05,33,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus anginosus,centrifuge
8.62E-06,0.000343205,505,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus agalactiae,centrifuge
7.30E-06,1.09E-05,16,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus halotolerans,centrifuge
6.53E-06,6.80E-06,10,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus lutetiensis,centrifuge
5.68E-06,4.62E-05,68,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus pneumoniae,centrifuge
3.55E-06,3.40E-05,50,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus salivarius,centrifuge
3.01E-06,2.11E-05,31,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus parauberis,centrifuge
2.84E-06,1.77E-05,26,S. saprophyticus - S. pyogenes,1.0/99.0,Solibacillus silvestris,centrifuge
2.60E-06,2.58E-05,38,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus epidermidis,centrifuge
2.58E-06,2.72E-06,4,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus agnetis,centrifuge
1.90E-06,6.12E-06,9,S. saprophyticus - S. pyogenes,1.0/99.0,Enterococcus faecalis,centrifuge
1.54E-06,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Belliella baltica,centrifuge
1.37E-06,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Cellulosilyticum lentocellum,centrifuge
9.25E-07,3.19E-05,47,S. saprophyticus - S. pyogenes,1.0/99.0,Lactobacillus plantarum,centrifuge
2.43E-07,2.72E-06,4,S. saprophyticus - S. pyogenes,1.0/99.0,synthetic construct,centrifuge
1.39E-08,0.000117573,173,S. saprophyticus - S. pyogenes,1.0/99.0,Homo sapiens,centrifuge
5.95E-12,0.000108059,159,S. saprophyticus - S. pyogenes,1.0/99.0,Temperate phage phiNIH1.1,centrifuge
2.16E-13,6.80E-06,10,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus uberis,centrifuge
3.41E-14,4.76E-06,7,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus warneri,centrifuge
2.40E-15,5.30E-05,78,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus phage phi3396,centrifuge
1.51E-16,1.63E-05,24,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus iniae,centrifuge
5.31E-17,3.40E-06,5,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus mutans,centrifuge
3.08E-17,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Tetragenococcus halophilus,centrifuge
1.08E-17,4.35E-05,64,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus xylosus,centrifuge
1.06E-17,4.08E-06,6,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus haemolyticus,centrifuge
1.70E-21,3.40E-06,5,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus sp. AntiMn-1,centrifuge
9.83E-22,6.80E-06,10,S. saprophyticus - S. pyogenes,1.0/99.0,Enterococcus casseliflavus,centrifuge
9.78E-24,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus phage A25,centrifuge
1.88E-24,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus schleiferi,centrifuge
1.10E-25,2.04E-06,3,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus phage P9,centrifuge
5.09E-28,1.56E-05,23,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus constellatus,centrifuge
1.88E-31,3.40E-06,5,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus gordonii,centrifuge
1.35E-32,4.76E-06,7,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus marmotae,centrifuge
1.41E-33,1.22E-05,18,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus intermedius,centrifuge
6.39E-34,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus macedonicus,centrifuge
4.88E-34,3.40E-06,5,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus mitis,centrifuge
1.45E-35,8.16E-06,12,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus gallolyticus,centrifuge
1.31E-35,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus himalayensis,centrifuge
5.81E-37,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus sanguinis,centrifuge
4.89E-37,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus infantarius,centrifuge
3.66E-37,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus sp. oral taxon 431,centrifuge
2.23E-37,3.40E-06,5,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus pasteurianus,centrifuge
1.92E-37,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus oralis,centrifuge
1.81E-37,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus parasanguinis,centrifuge
1.39E-37,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus sp. I-P16,centrifuge
5.01E-38,2.04E-06,3,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus pantholopis,centrifuge
3.28E-38,2.04E-06,3,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus cristatus,centrifuge
1.39E-38,8.83E-06,13,S. saprophyticus - S. pyogenes,1.0/99.0,Streptococcus thermophilus,centrifuge
1.27E-50,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Neisseria meningitidis,centrifuge
8.73E-51,1.02E-05,15,S. saprophyticus - S. pyogenes,1.0/99.0,Lactococcus lactis,centrifuge
1.37E-53,2.04E-06,3,S. saprophyticus - S. pyogenes,1.0/99.0,Aerococcus christensenii,centrifuge
4.51E-54,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Lactococcus garvieae,centrifuge
1.25E-55,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Carnobacterium sp. CP1,centrifuge
3.59E-56,3.40E-06,5,S. saprophyticus - S. pyogenes,1.0/99.0,Enterococcus hirae,centrifuge
7.61E-59,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Enterococcus faecium,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Brachyspira hyodysenteriae,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Leptospira biflexa,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Leptospira borgpetersenii,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Campylobacter jejuni,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Helicobacter pylori,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Burkholderia cepacia,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Ralstonia pickettii,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Xanthomonas oryzae,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Gluconobacter oxydans,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Acinetobacter baumannii,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Moraxella catarrhalis,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Kingella kingae,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,[Enterobacter] aerogenes,centrifuge
0,4.08E-06,6,S. saprophyticus - S. pyogenes,1.0/99.0,Escherichia coli,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Klebsiella pneumoniae,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Yersinia enterocolitica,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Edwardsiella tarda,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Aeromonas salmonicida,centrifuge
0,2.04E-06,3,S. saprophyticus - S. pyogenes,1.0/99.0,Vibrio parahaemolyticus,centrifuge
0,3.40E-06,5,S. saprophyticus - S. pyogenes,1.0/99.0,[Haemophilus] ducreyi,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Sebaldella termitidis,centrifuge
0,2.04E-06,3,S. saprophyticus - S. pyogenes,1.0/99.0,Desulfovibrio vulgaris,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Cytophaga hutchinsonii,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Weeksella virosa,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Leuconostoc gelidum,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Pediococcus pentosaceus,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus simulans,centrifuge
0,6.12E-06,9,S. saprophyticus - S. pyogenes,1.0/99.0,Lactococcus piscium,centrifuge
0,2.04E-06,3,S. saprophyticus - S. pyogenes,1.0/99.0,Bacillus amyloliquefaciens,centrifuge
0,8.16E-06,12,S. saprophyticus - S. pyogenes,1.0/99.0,Bacillus anthracis,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Bacillus cereus,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Bacillus coagulans,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Bacillus mycoides,centrifuge
0,5.44E-06,8,S. saprophyticus - S. pyogenes,1.0/99.0,Paenibacillus polymyxa,centrifuge
0,5.44E-06,8,S. saprophyticus - S. pyogenes,1.0/99.0,Bacillus pumilus,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Bacillus cellulosilyticus,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Bacillus subtilis,centrifuge
0,2.72E-06,4,S. saprophyticus - S. pyogenes,1.0/99.0,Bacillus thuringiensis,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Paenibacillus larvae,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Sporosarcina psychrophila,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Bacillus simplex,centrifuge
0,2.04E-06,3,S. saprophyticus - S. pyogenes,1.0/99.0,Clostridium botulinum,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Acetoanaerobium sticklandii,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Clostridium tetani,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Clostridium beijerinckii,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Clostridium kluyveri,centrifuge
0,8.83E-06,13,S. saprophyticus - S. pyogenes,1.0/99.0,Lactobacillus delbrueckii,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Lactobacillus gasseri,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Lactobacillus paracasei,centrifuge
0,6.80E-06,10,S. saprophyticus - S. pyogenes,1.0/99.0,Lactobacillus reuteri,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Lactobacillus fermentum,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Lactobacillus ruminis,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Lactobacillus salivarius,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Lactobacillus sanfranciscensis,centrifuge
0,3.40E-06,5,S. saprophyticus - S. pyogenes,1.0/99.0,Listeria monocytogenes,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Corynebacterium pseudotuberculosis,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Streptomyces ambofaciens,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Mycoplasma hyopneumoniae,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Mycoplasma mobile,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Mycoplasma putrefaciens,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Acholeplasma laidlawii,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Methanosarcina barkeri,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Halanaerobium praevalens,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Hirschia baltica,centrifuge
0,3.40E-06,5,S. saprophyticus - S. pyogenes,1.0/99.0,Symbiobacterium thermophilum,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Carnobacterium maltaromaticum,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Bifidobacterium animalis,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Lysinibacillus fusiformis,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Arcobacter nitrofigilis,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Colwellia psychrerythraea,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,[Clostridium] propionicum,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Salmonella enterica,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Staphylococcus capitis,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Veillonella parvula,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Borreliella afzelii,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Taylorella equigenitalis,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Anoxybacillus flavithermus,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Geobacillus thermodenitrificans,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Geobacillus thermoleovorans,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Melissococcus plutonius,centrifuge
0,2.72E-06,4,S. saprophyticus - S. pyogenes,1.0/99.0,Streptobacillus moniliformis,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Coprothermobacter proteolyticus,centrifuge
0,1.36E-06,2,S. saprophyticus - S. pyogenes,1.0/99.0,Clostridium saccharoperbutylacetonicum,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Mycobacterium abscessus,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Dialister pneumosintes,centrifuge
0,4.76E-06,7,S. saprophyticus - S. pyogenes,1.0/99.0,Halobacteroides halobius,centrifuge
0,6.80E-07,1,S. saprophyticus - S. pyogenes,1.0/99.0,Pseudoalteromonas rubra,centrifuge
